tweet_idx,tweet_text,model_responses,corrected_model_responses,offense
1729020768556839317,@user Ladki hai toh ladki ki side legi na,NOT,0,0
1729020660914274417,The truth is ladkiya uske red flags se he attract hoti hai,"NOT
The",0,0
1729020199553343960,@user log apni pasandida aurat ke liye window seat chhod dete hai🤣🤣🤣🤣🤣🤣,"

OFF",1,0
1729020198383157647,@user Ladki k family walon ne nahin hone di?,"NOT

",0,0
1729020046129922190,Aurat keval apne pasandida mard ki hi kundali nikalti hai,"

OFF",1,0
1729020033249280321,@user Haha abhi kitna fudak rahi hai ye aurat. May 2024 ke bad ye berozgaar ho chuki hogi aur tab iski ye saari haikdi nikal jayegi. Koi nahin tab tak isko anaap shanaap bakne do bhai!! Dhanda hai! 🤪,OFF,1,1
1729019616301896100,@user Main to ladki hu to umar bhar💅,NOT,0,0
1729019321421279497,@user Gazab ladki h 😂😂,"OFF
",1,0
1729018830822031506,@user Ladki nahi mil rahi.. 🥴,"NOT

",0,0
1729018504756813861,@user Ladki padao.. X bachao,"NOT

",0,0
1729018356605628907,@user Jail gayi kyun thi yeh to bata bewfkoof aurat…. Tere liye to ajmal kasab bhi bechara chuslim tha.  Kyunki tu bhi jihadin hai…..,,0,1
1729018052753473748,"सुबह सुबह सोशल मीडिया पर लड़की के प्राइवेट मैसेज में जाकर जय श्री राम 🚩बोलने से बेहतर है अपनी मम्मी पापा के चरण स्पर्श करके उनको गौरवान्वित करवाओ की तुमको उत्पन्न करके उन्होंने देश समाज के लिए अच्छा कार्य किया , @user 
 राम नाम प्राइवेट मैसेज में नहीं सार्वजनिक बोलो ","NOT

",0,0
1729017976031179017,@user @user Ye dekhiye sickular ladki kya bol rahi hai 👆, OFF,1,1
1729017957630849025,"@user alexa, play &lt;ek ladki ko dekha to aisa laga&gt;",OFF,1,0
1729017805360824539,@user Yes Aurat ko izzat aur pyar dena chaye..,"OFF
",1,0
1729017579602350363,@user @user Chup pagal aurat chup,"

(",0,1
1729017366414303555,"@user Abe kam dimag ki aurat,
 

 Wo rajput pariwar se belong krta ha, unke ghar me Swords hoti ha,
 Tuje in cheezo se bhi dikkat h?","


",0,1
1729017177167352031,"Mazak se hatke 🙂
 

 Chahe vo #ElvishArmy ho ya #Elvisha vale jo kisi b ladki ka naam le rhe h ki vo hi hogi toh unn se req h aise mt kro 🙏
 

 Agr El hide kr rha h mtlb vo abhi show nhi krwana chahta or kisi b random girl ko bol dena ki vo hi gf hogi toh acha nhi lgta
 

 #ElvishYadav",OFF,1,0
1728815744929173514,"""GANDI ZUBAAN!!""
 

 - for #MannaraChopra is APT!!🔥
 

 #BiggBoss17 pointed out her Tone once &amp; She's CRYING for SYMPATHY NON-STOP as ALWAYS!!
 

 What if they give her the treatment #AnuragDobhal , #KhanZaadi &amp; #VickyJain gets??
 

 #AnkitaLokhande #MunawarFaruqui
 ","
 
",0,1
1729016980823474242,@user Cheap aurat aukat me raho.,NOT,0,1
1729016947592065058,@user Kuti aurat 65 Rs se phly kitny ka tha petrol ye b btao.,NOT,0,1
1729016661767066091,"@user Chal Jhuti... Me Hun Na
 Magar Achhe Insan , Shache Insan , Garib Insan Ko Koi Pashand Nahin Karte.
 Koi Rich Ladki Hame Pyar Karo.
 Khali Pyar Nahin Sadhi Bhi Karo
 Koi Mere Shapno Ki Rani Bonogi Kya. My Dream Girl.
 GiveMe God 1 Very Rich Girl❤
 God Bless You To My Friend","

Note",0,0
1729016615440966045,Omg Vicky Jain's mother is so goddamn toxic. I feel so sorry for #AnkitaLokhande and her mother. Kya hi rude aurat hai. #BIGGBOSS17,"

(",0,1
1729016360154661165,"@user sharam aani chaiye kisi bhi random ladki ki pic use karke cool ban rahi ho tumhari bhen ka aise koi tamasha banye toh kaisa lagega tumhe 
 

 shame🙌🏼",,0,0
1729016284791398745,"@user Aurat woh naaiab tohfa hai is kudrat ka jise khud kudrat bhi nahi pahchhaan saki.
 Aurat ek pyaar ki murat hai, kaamleela ki devi hai, mamta ki murat hai, aur mard ki chshat hai.,❤️❤️❤️❤️","

OFF",1,0
1729016055639806202,"@user Just because kashmiri ladki dikhani thi they took Nargis
 Uske complexion ki wajah se... 😭","NOT

",0,0
1729014997681156169,@user @user Ladka bda or ladki choti to dekhi thi pr ye pahli baar dekh rhe h,NOT,0,0
1729014870451073376,"Har act aur har jagah act ko appreciate nahi karna chahiye.
 Har act k liye ek suitable place hota hai. 
 

 Ladka ho ya ladki ... Dono ko eska dhyan dena hi chahiye. 
 

 Logical baatein hi support ki jaye to achha hai",NOT,0,0
1729014858790883356,@user Agar lambi rod ho to aurat ki gahraai zaroor naapi ja sakti hai.,"

OFF",1,1
1729014735163777137,"Bhai pata chala kon thi wo ladki??
 #ElvishArmy #ElvishYadav #OnlyElvishMatters
 #Elvisha walo ap log ke kya hal chal?","

B",0,0
1729014409908085188,"@user @user You are just blind hater of Dhoni, So talking to a Mf like you , is just waste of time 😪","

OFF",1,1
1728680776655643087,भारतीय रेल का तो पता नहीं पर इस देश के पुरुषों की मानसिकता का विकास होना बहुत ज़रूरी है .. बेटियों ने अब अपने मन से पुरुषों के बनाये सामाजिक नियमों से डरना छोड़ दिया है ..जिसको जज करना है करे ..बिंदास हैं आज की बेटियाँ,NOT,0,0
1729013991144636589,@user @user pushkar bhaiya fass gaye baman ki ladki ke chakkar mai🤪,"OFF
",1,0
1729013625829065177,"@user You are right but aisa hota h na kuchh ladkiya or kuchh ladke aise jinko caring, possessive or protective loving partner chahiye hota h wo independent bhi hoti h but within limit understanding se wo chize apas me krte jo ak dusre ko nhi psnd. That is called real love.","

OFF",1,0
1729013549677342899,"@user Yaar ek second!! Mai ladka hu ladki hu?? 😭😭
 

 #TriggeredInsaan 
 - #NischayMalhan  
 - #TriggeredArmy ","
 -",0,0
1729013526788981003,@user Ye pagal aurat hai iski baaton ko serious Mt lya karoo,"OFF
",1,1
1729013407708569914,@user Ladkiyan bhi leti hai kya mechanical engineering?,"

(",0,0
1729013323696611775,Bhagwaan sb kuch de life me but Kirti Mehra jaisi ladki kabhi na de.,"

Please",0,1
1729012819000258988,@user Kitni gandgi bhari hai is aurat me,"OFF
",1,1
1729012779275923837,@user Phir sana ko bolti hai ladkiyo me se sana tu or ladko me se rider ko mai apna best friend manti hu.... Kitni dogli ladki hai yarr...,NOT,0,1
1729012474048102810,@user Maine padh liya tabhi puchi 😂😂 at some point ladkiyan eisa hi sochti h that's the fact,OFF,1,0
1729012449238724975,"@user Relationship ki wajah se suicide krna should never an option. You have your whole family relying on you, loving you. You have your friends. But ek ladka/ladki ki wajah se you give up your life, how dumb is that",NOT OFF,0,0
1729012414803501063,"@user Sun didi me darpok insan nahi hu fir bhi gali nahi dunga kyuki tu victim card khelegi,mujhe pata h tu kirti fan h but tu chahti h elvish sabko bata de fir news wale ush ladki ko kachha chaba jaye seriously,fake case chal raha h vaha bhi ushe badnam kiya jayega bewkuf samjh","NOT

",0,1
1729012223312572899,Instagram ka explore section alag hi hot ladkiya dikhata hai ektoh,"NOT 
",0,0
1729329162605695233,@user Ek monmohan jo ki videshi mahila ki kathputali tha usse accha he hamara chay wala.,"

E",0,0
1729321647319167131,वंचितों के उत्थान व महिला शिक्षा के लिए संघर्ष करने वाले महान समाज सुधारक महात्मा ज्योतिबा फुले की पुण्यतिथि पर विनम्र श्रद्धांजलि ,"NOT

",0,0
1729320622885662722,@user Mahila hai kuch bhi kare chalega...,NOT,0,1
1729297627106164787,@user @user @user @user Sir pls mahila hai maa bahan hai tameej se,"NOT

",0,0
1729287607052534074,"@user @user Swara gadhi ki bachi tumne bikul sahi post Kiya mai against hu yeh sab ke ,par gyani mahila 7 tarikh ko jo israil mei hua tha woh to tune post ki nehi Hamas terrorist dwara 🤔","

",0,1
1729246582137303081,@user thi..bhagwan shree krishna bhi yaduvanshi hai or sanatan dharm me karm pardhan hai jati nhi to Hume to apke yadav hone se koi bhi dikkat nhi apitu garv hai aap mahila ho..,NOT,0,0
1729230249618239679,"@user @user @user @user @user Vindhya me ham anuman bhale kam laga rhe he.. Lekin un jilo me hi sabse jyada mahila voting hui he.. Unhi seats pe...
 2-3% jyada he..
 Jo ham soch rhe he ki 30me se 12 aayegi mujhe lagta he 18-19 cross karegi",NOT,0,0
1729218781069603083,@user @user @user @user dont use word aurat as it is an urdu shabd and the origin of aurat in urdu is concerned with the private parts of women ..instead use mahila or shrimati ,"NOT

",0,0
1729218159662760121,"@user 12 ladki ke Rumaal ,ladke ko thaal par rakha lal rumal bhi 406 main hummare vakil bhi behan likhte hai Jo aap miss kar Gaye.. for your knowledge mahila ke undergarments ladke ki shirts se kaafi mehnge hothe hai..","

Note",0,0
1729209680139096194,@user Mere se bhool hogayi itni sundari mahila ko behen bol diya 😭❤️😭❤️,"OFF
",1,0
1729207267982278883,"@user Constructive criticism: try to not use word ""Aurat"" in your discourse because it is etymologically derogatory , as it means female genitals in Arabic.
 You can use alternate words like Stree for women or Mahila.",NOT,0,0
1729200005431677069,"Ye congress party hi hai jisne desh ko First Muslim CM diya aur wo bhi Mahila Mukhyamantri....Sayeda Anwara Taimur ji.
 Wo Assam ki aaj tak ki ekmatra Mahila aur Muslim Mukhyamantri rahi hai.
 Jai congress","NOT

",0,0
1729198780090900840,"@user Pathakji UP se hain, so unhone UP k hisab se list nikali hai(Domicile hatana ka bhi yahi karan tha). @user bhi samajhte hain ki vote to UP k log hi denge to yaha ki Mahila teachers ki festival or unke chhutti se sarkar ko kya matlab. Garmi ki chhutti ka to .......!!!!","

",0,0
1729195212210315741,@user Mahila courts ghumte rahte hoge?,"

M",0,0
1729191664508670325,The All India Trinamool Congress under the guidance and inspiration of Hon’ble Chairperson Smt @user is pleased to announce the list of new District Mahila Presidents across the state of West Bengal. ,NOT,0,0
1729189719903478238,"Time to ban the word “Aurat” in India. 
 Use better words instead like Mahila. 
 

 Thanks to @user 
 @user @user @user @user @user @user @user #indianwomen #desigirls
 ","NOT

",0,0
1729184915030433848,@user Tum khna kya chahti ho bevkuf mahila,"NOT 
",0,1
1729183611143037313,@user Tum mahila ho to shayad kisi mahila ko janti ho that's why i asked,NOT,0,0
1729178391725969707,@user Bhai yeh galat hai kisi bhi mahila is tarah se Apmaan karna thik nahi hai..,"OFF
",1,0
1729177487245275226,"#Hyderabad: #AIMIM Mumbai Mahila President Campaigning In Support Of AIMIM #Malakpet Candidate Ahmed Balala.
 

 @user @user @user ",NOT,0,0
1729176801401098242,"Mahila aashram vale part me 1k second k liye to yahi laga k Kavya Bansal so kavya Pradhan ban gai... aadarsh bahu.😊😊.. ye dill mage more..💖💖💖
 #SumbulTouqeerKhan 
 #MishkatVarma 
 #AdYa
 #KavyaEkJazbaaEkjunoon ","

OFF",1,0
1729176592767996197,"@user @user @user @user 
 Himmat or Sach me Imandar ho to Buldozer chala kar dikha do is Aatanki Mahila par","

(",0,1
1729175872719257667,@user Kon mahila hai ye jo aapke liye aise maggi bana rhi hai bhai🥲,"

Please",0,0
1729173631555789280,@user ₹25/- itne paison ka wo mahilayen kya karegi ? ,"

(",0,0
1729172213990121657,@user Kam dimag mahila agar kahi dekhni hai to inhe dekhiye ..,"NOT 
",0,1
1729165499517616467,Congratulations @user didi for reappointed as District President of Jalpaiguri District Trinamool Mahila Congress. ,"

OFF",1,0
1729165198383341589,"@user Bade nek vichar hai aapke , asi mahila sathi ki kaamna karta hoon",NOT,0,0
1729017279235731865,@user @user @user @user @user Huhu hu shameless khi ki. Teri jesi chinal khub dekhi h. Na kuch gyan bas pe pe pe krne ajati. Topic per baat kregi nhi aunty jesi idhar udhr ki chugli krengi. Kya gu kha kr teri ma ne paida kiya hai kya tujhe?,"NOT

",0,1
1728898280468468005,@user Tumhare news chinal ko aaj kya badlao karna chahiye batau,"

 ",0,0
1728808305311748340,@user Sali r@user tu bhi maregi ek din kaun sa amrit pi k aayi h chinal,"NOT 
",0,1
1728804562096517620,@user Chinal etana kyon fudak ti hai,"NOT 
",0,1
1728712848401211429,@user Chinal teri maa ko bulaa rhaa hai voh bolra hai aj badal mai krenge dab dab,"NOT

",0,1
1728697317447115082,@user Uff kitni mast hindu sanskari rndi hai tu aaah chinal meri sanskari randi mera lund chusegi kala mota musal uff teri awaj to kitni mst hai ki mera lund ab sant ni hora,"

U",0,1
1728367465342627859,@user @user Kaun hai ye chinal?,NOT,0,1
1728073541982056496,Bro com to you tube chinal,NOT,0,0
1728073329431527437,@user Teri or tere sangh parivaar k gand me dum nhi h yaha aane ki chinal,"

",0,1
1728071182740496613,"@user Chal chinal teri behen ko chodu bhej number
 Bohot Tu hindu-muslim krti h teri maa chodna h number bhej","

OFF",1,1
1728070167513457119,"@user Bhag teri behen ko ravan chode, chinal saali
 Takke-takke me chudne wali rangi","

Note",0,1
1727798187556208840,@user So Jaa chinal raat me gand marwane ka dil karta hai kya din me kaha marwate ghumti hai,NOT,0,1
1727676086228828174,@user @user Tu chinal paida hi Hui hai hindu Muslim karne🤡,NOT,0,1
1727388471353131240,@user Ufff kya mast gand h tera sanskari randi chinal,"NOT

",0,1
1729056653528687074,@user Randi rona shuru,"NOT

",0,1
1729048460358565962,"Gt Teri mkc 🤬🤬🤬bhn ki laudi 
 Face of gt ko hi trade kar diya 🤬🤬🤬🤬🤬
 Tum toh rok skte the na mc ki bachi 🤬🤬🤬🤬🤬🤬
 Tmkc bkl randi ka beej🤬🤬🤬🤬🤬🤬🤬
 Teri maa ki chut bhosdi wale 🤬🤬🤬🤬🤬🤬🤬
 Gand m daable ye tweet abb bsdk 🤬🤬🤬🤬🤬",OFF,1,1
1729046371582525732,"Hello dear Randi 😊😊🤗🤗
 @user
 Good Morning ☕️🥐⚘️⚘️
 Hope you had a beautiful purple 💜 Weekend.
 Have you and yours a fabulous 💜 week ahead.
 Enjoy your Monday as much as possible.
 My best wishes. Take good care.
 Hi Rickles! 🤗🤗
 #MondayMorning #MondayThoughts","NOT

",0,0
1728629871843402080,Veshya-giri karke kamaye kar li hai,"

OFF",1,1
1728469849712812376,@user @user Meri veshya ran..ndi chachi,"NOT

",0,1
1725819588166762557,"@user the verna system describe one in 4 categories i.e kshatriya, bramin, veshya and shudra, the verna system is still prevalent in our society, you can go through various matrimonial sites there are separate columns for various varnas, also people still marry in their own varna/",NOT/vern,0,0
1724361525220261911,"@user @user Bde chootiye ho bsd k.
 

 Are ❤️de, Mrd ki responsibility hai ki wo kisi gair ldki ki trf glt njr s na dekhe
 To aurat ki bhi to Responsibility hai ki wo civilised manner m behave kre or civilised dhang ka kpda phne.
 

 Jb attire hi veshya wala hoga to respect bhi to whi milegi na",NOT,0,1
1723600183626502509,@user @user @user sach mein tere ko sach mein bolo bahut experience se bahut Jaise tu kar rahi hai comment Kasam se tu ek number ki veshya hai deserving vishay hai,NOT,0,1
1722987426149269586,"@user Farget Adani, you are selleble lady any one can use you, highly qualified veshya you are","NOT

",0,1
1721577824639971518,@user Tum sab Veshya se bhi badtar ho,"NOT

",0,1
1716287621041942720,@user Durga devi hai or rahegi teri maa veshya hogi mc,NOT,0,1
1729046135913042164,International Gasti ort,"OFF
",1,1
1729042253056991574,@user Hahaaa 🤣 pinki gasti randi ha,,0,1
1729041547625410593,@user @user @user tumy Jo Nawaz ki goad me batho gasti MAA ki bachi,"NOT 
",0,1
1729930120234963278,Allah pak na shokar ha hamay #Baloch Muslim paida kyaa ore urat ka parda bee karnay ki tofeeq di ore garat be di #Shamefull So called sarmachar,"NOT

",0,0
1729927757864562941,Kisi muslim ya angrez ko koi ek pathar maara ho to batao,"

Note",0,0
1729923578479407146,😂😂😂 abh smajh aa rha shivaji Maharaj ke Vansajon ne muslim dhram kyun swikara ...tum jeson ka inferiority complex dekh ke ...soja Bhai tere bhonkne se bhi kuch na hone vala kewal bigaad sakta hai baan nhi sakta,OFF,1,1
1729922910578733302,Waqf board bhi khatm kare Muslim missionaries Christian missionaries sab band kare. Had hoti hai kisi bhi chiz ki sirf ek ke piche Lage pade ho.,"

OFF",1,0
1729922885685539210,aree tum log hutiye ho kya .. tumlogo ki poori kahani uss ladke pe kyu revolve ho rhi .. jake kashmir region me dekho 370 hatne ke baad kitne bihari bas chuke hn waha local muslims se shadi karke .. local colleges me bhi bihari bhare hue hn udhar ke,NOT,0,1
1729922705749897302,Ye muslim kab bane Abhishek and manisha???,"OFF
",1,0
1729922435875770548,"😂😂 
 Aap bohot bahadur ho 
 Itna to seh logi🤣🤣
 Mai to door hi rehta hu in matters se bhai kab kaun kaha peecha karta mil jaaye
 aur mere to muslim dost bhi hai kisi ne galti se dekh liya to pta nhi khud na kuch kre to kisi ko supari de dein meri😂😂","
OFF",1,1
1729922061202813355,toh tum akbar ke waris ho.....naya naya suslim bane ho bht tez hain tumme....converted muslim banke apne ammi ch me to phd kar li hogi,NOT,0,1
1729921720822435939,Majlis tere jaise ko jawab Dena Sikha he hai. Ek number ka jahil Insaan.,"

M",0,1
1729918641842614532,"Ab kaun mcd Hindu-Muslim kar rha
 

 Humare paas Amber Zaidi,Kalaam Sir jaise bhi rhe hai
 

 Takleef un gutter chaap suaro se hai,jo 2 kaudi k naali k keede,khaate yaha ka aur gaate waha ka hai
 Fir Jihaad","

",0,1
1729918465111421187,Kya karain jab inhe pasand Muslim ka hi aata hai😜 wese maza to le ........ Baki andhbhakt samajh hi gye honge,"

A",0,1
1729856962807173451,Ek kaa naam Monu manesar hai ye bhi bta dete,"NOT

",0,0
1729765317159563526,"Haan tabhi Monu manesar jaise logo ko paal rakkha hai tumne
 Tabhi cow pe NSA laga dete ho.","
OFF",1,0
1729693846705975626,Jaha police sahi se kam na kare waha monu manesar tatha laurance bishnoi bahut acha kam kar rahe hai jihadio ke sath,NOT,0,1
1729543865710109145,Are Monu manesar ko fund karne walo ko ye sab nahi bolna chahiye,NOT,0,0
1729503179979829365,Aise hi monu manesar log hain jiske pass automatic guns hai... Wo kiske panth ka hai,NOT,0,0
1729493073682649581,Monu manesar ne galat kiya iss bhadve ko chod kar,"

(",0,1
1729447162319434081,"Monu Manesar ko bhi sath le jaya karo, wo aur achhe se JSR ka nara lagana sikha dega",NOT,0,1
1728968559823560832,is tarah to tum jeet liye election? Kitne Monu Manesar ko pakadwaoge? Pehle in aatankiyon ko to pakdo Khattar ji.,"NOT

",0,0
1728801999896903763,"Ab to India me khud hi atankwadi paida ho rahe hain,,,eg Monu manesar ,,,,,,,,,,,",NOT,0,1
1728795501770813934,"Farzi handles ko chhor kar batana ki kisi muslim ne hashmi ke paksh mein kuchh bola ho. Kahe itne ghatiya vichaar rakhte ho man mein? Bhai, hindu muslim koi bhi ho qanoon sabke liye barabar ka hi ho. Monu manesar ke liye bhi vahi aur hashmi ke liye bhi vahi","OFF
",1,0
1728731850989068353,Tumhara hero To Monu Manesar bhi hai,"
""OFF",0,0
1728493019429745092,"Abhi nuh ( mewat) mai dange hue kaha tha ap aur apki sarkar , jo apki police ne Gau rakshak monu manesar ko girftar kr liya , kya har bar yatra nahi nikalti thi , hmare gujjar bhai pehra dete the har saal , lekin is saal police ne pehra Diya aur dange ho gye",NOT,0,0
1728262575237018057,Sabko pata hai aajkal monu manesar or bittu bajrangi jaisey log kis panauti ke cheley hain,"

OFF",1,1
1727533028933820855,"मोनू मानेसर के खिलाफ हत्या के प्रयास का मामला गुरुग्राम सत्र अदालत को सौंपा गया
 #Monumanesar",मा,0,0
1727517016435962262,"पटौदी कोर्ट ने अब मोनू मानेसर के खिलाफ हत्या के प्रयास का मामला गुरुग्राम सत्र अदालत को सौंपा दिया है.
 

 #MonuManesar #Gurugram #MonuManesarCase #PataudiCourt",NOT,0,0
1727498379536826563,"#TimesTop100: मोनू मानेसर की न्‍यायिक हिरासत बढ़ाई गई | फटाफट अंदाज में देखिए, 50 अहम खबरें..
 

 #TimesNowNavbharatSD👉देखें- Airtel-323 | TataSky-529 | DishTV-666 | d2h-749 | SITI-299 | SUN-584 | DEN-304
 

  #MonuManesar #Gurugram #GurugramPolice",NOT,0,0
1727386824463798709,"#TNNTopNewsNow: नूंह हिंसा के आरोपी मोनू मानेसर की न्यायिक हिरासत बढ़ी | एक नजर इस वक्त की टॉप न्यूज़ पर
 

  #NuhViolence #MonuManesar",NOT,0,0
1727384135155802240,"#Chandigarh : गुरुग्राम की पटौदी कोर्ट में हुई मोनू मानेसर की पेशी  
 

 पटौदी कोर्ट में वीडियो कॉन्फ्रेंसिंग के जरिए हुई पेशी  
 

 30 नवंबर को होगी मामले में अगली सुनवाई  
 

 #Haryana #MonuManesar #Bharat24Digital
 

  |","NOT|
",0,0
1727376965811020019,"#Chandigarh : गुरुग्राम की पटौदी कोर्ट में हुई मोनू मानेसर की पेशी
 

 पटौदी कोर्ट में वीडियो कॉन्फ्रेंसिंग के जरिए हुई पेशी
 

 30 नवंबर को होगी मामले में अगली सुनवाई
 

 #Haryana #MonuManesar #Bharat24Digital 
 

  |","NOT|
",0,0
1677346479797829633,"#कबीरजी_का_कलयुगमें_प्राकट्य
 

 3 Days Left Kabir Prakat Diwas
  कबीर सागर - अध्याय ""अगम निगम बोध"" पृष्ठ 34 
 

 सन् 1398 में ज्येष्ठ मास की पूर्णमासी को कबीर जी सशरीर प्रकट हुए थे उसी उपलक्ष्य में कबीर परमेश्वर का प्रकट दिवस मनाया जाएगा।",NOT,0,0
1729927137661218905,Marathi nhi Hindu... Marathi ke wajah se nhi Hindu hone ke wajah se Target kiya... musalman hota to nhi hota,"

OFF",1,1
1729921073498747106,Arey bhai Musalmano ke rehnuma ne jublee hills se pehli baar candidate utara wo Bhi Musalman ke khilaaf ispe kuch kehna chahenge???,"OFF
",1,0
1729919567596810557,"Firqa parst mullah, ki wajah se musalman kabhi aik nai hosktay,..","NOT

",0,0
1729915134657884567,"Lucknow ke aas pas ke musalman o ko inki madad krni chahiye,koi bhi shaks jo Lucknow mei rehta ho,is gareeb aurat ki madad ko pohche,aur tmam musalman o ko chahiye ki apne paiso se aur jis treeqe se ho sake unki madad kre,yeh hmari imaani zimmedari hai","

OFF",1,0
1729913220037800218,Aaj k nawaz sharif k faislay nay nafrst aur barhadi punjab khas kar dara ki nagri waloon say andaza hi gua k sharif khan dan ba haisiyat e nam nehad musalman daid camrin say kirdar v main kitna past hay,"NOT

",0,0
1729902965270704238,"Vo musalman bhi desh ka bhala chahte honge, tum kab chahoge?","

V",0,1
1729902114002899079,Bhai Europe mein Dekho Europe jitne bhi suver musalman hai inko Europe se Nikal Raha hai,"

OFF",1,1
1729901829281009901,Sale jo Nikala hai Wah bhi musalman hi hai dekho Aur tum kon se baba ka name le Rhe hain Musalman ko ab baba bana liye ho baba nahi abbu papa banao ok,"NOT

",0,1
1729901043579048075,Thik Hai Main Apni Baat Rehne Deta To Tum Hi Mujhe Jawab Do Agr Koi Ek Biwi Ke Sath Bhi Insaf Na Kare To Tumhare Dharam Me Iski Kiya Saza Hai..Tum Kiya Chahte Ho Hum Musalman Ek Ishwar Ko Chhor Kar Apne Hatho Se Banay Huwe Murti Ki Puja Kare Tum Kya Chahte Ho Hum Sharab Piyen-,"OFF
",1,1
1729898997848891765,"Arey yeh log to musalman ko harana chaahtey hai, Hindu mla aur voter to inka DNA hai","NOT

",0,1
1729898124091817999,Jab vote musalman ko barbad karne ke naam pe doge to kya hoga koi baat nhi itna to sahlenge do char gaali denge Muslim ko sab khus ha jayenge,"

OFF",1,0
1729897949180936659,"Har kisiko hamara vote chahiye,lekin:
 -Musalman'on ki qayadat nahi hona.
 -Musalmano'n ki awaaz nahi hona, 
 -Musalmano'n ki jamat nahi hona, 
 -Musalmano'n ka ittehad nahi hona. 
 Akbaruddin Owaisi","NOT

",0,0
1729894743747055836,"Bilkul likhiye , har us musalman ka naam jo iss desh se pyar karta hai, jo iss desh se pyar uske majhub se jyada karta hai, woh har musalman sarahniya hai.",NOT,0,0
1729891979788767296,Videshi rohingya videshi Bangladeshi Musalman Bharat ke andar bhi Bharat ke Charon taraf madrase masjid banakar apna dhandha chala rahe hain yah kam hai Kashmir ghati Jaise Srishti Sansthan per bhi rohingya bus gaye hain kaun hai basane wala hai Bharat gherna China ki niti hai,"

OFF",1,1
1729889267386904822,"Abe sutiye koyi musalman ye ghatiya harkat nahi karta,","
A",0,1
1729908015133028656,"Abhi maine X par dekha, Haraya ke Nuh me Kuldeep naam ke ladke gala kaat kar fenk diya hai, Kya kar rahi hai apka prashashan, Police kis liye hai... Abhi bhe nhi sudhaar hua hai.....🇮🇳🇮🇳🇮🇳",NOT,0,0
1729824954122686533,"Deleting What's App because
 Muhhamad is Masenger 👍
 #NITSrinagar",OFF,1,1
1729802208810606939,"2002 gujrat me jo hua uska zimedar kon hai
 Godra ke train ka zemmedar kon
 Manipur me jo horaha hai uska zimedar kon hai
 Haryana me jo nuh me hua uska zimedar kon hai","
OFF",1,0
1729672899789758691,Nuh mewat wala mamla jyada purana nahi hai Bho_$hreeke.. Wo sabhi apni duty kar rahe hai aur iska unhe paise Mila rahe he koi muft me nahi kar diya hai,"

OFF",1,1
1729291329958555703,r hazrat ismael nuh r ibrahim k darmiyan jo nabi hue un nabiyon ki aulad hain r ibrahim unk zamanay mai naye nabi hue halan k unka bap butt prast tha,"NOT 
",0,0
1729289585736175996,q k hazrat hajra ne hazrat ismael ki shadi b misar se apni bhatiji ya bhanji se krai thi iska matlab ismael nasal dar nasal muslim khandan se thy nuh se le k hazrat ibrahim k zamanay tak r firaauno ki aulad se na tha warna torait kehta k firhaun ne ibrahim ko rishta b dia,"

Note",0,0
1729908535977505193,"Sant Shri Asharamji Bapu Ji ke param mangalkaari satsang vachan 
 #AsharamjiBapuQuotes",NOT,0,0
1729772734706524209,"Shri mad bhagwat mahapuran is very Great Granth. 
 Sant Shri Asharamji Bapu
 

 #AsharamjiBapuQuotes","NOT

",0,0
1729772187358281908,"सही है। Sant Shri Asharamji Bapu जी को झूठे केस में फसाया है। उनके खिलाप कोई ठोस सबूत नहीं है। बापूजी के पक्ष के ठोस सबूत जिससे बापूजी निर्दोष सिद्ध होते है वे सब अनदेखा करके सजा आजीवन कारावास दी। उन्हे बैल, पेरोल,तक उनकी सेहत ठीक नही तो भी न मिली। कहा है न्याय।","NOT

",0,0
1729749986043129990,"भगवान जो भजन कयो त जेके रुठल हुन्दा आहिन उहे बि परचन था. भगवान खे छदे संसार जे पुठियां पवन्दा त परिचयल बि काविड़जी वेन्दा.
 #SantShriAsharamjiBapu 
 #AsharamjiBapuQuotes 
 #SindhiQuotes","NOT

",0,0
1729928298715869676,Sikh Christian Muslim Jew sab toh army leke aaye hain apne sath.,"

OFF",1,0
1729857916650533311,Hindus are all alone. We are on our own.,,0,0
1729915569296830927,"WhatsApp University Wale aa gaye apni bewakufi bhari misaalen le kar abe hamara bhi desh hai ye kisne dimag me daal diya ki ye hinduon ka desh hai fir sirf hindu ko rahena chahiye Sikh,Jain, Christian,parsi sab ko Jana hoga ya sirf hum log jayen kisi ke baap ka Hindustan hai kya","NOT

",0,1
1729914317796184309,"Kyoki yaha peaceful logh nahi thay, koi fark nahi padta jaisa Bhopal gas tragedy, Sikh riots, partition, kedarnath, kashmiri pundit kisi bhi ko bachane ki koshish nahi hui",NOT,0,0
1729913501152591992,Ik lafz hi te kita k shaid koi tweep nawa lafz hi sikh wanjy.. tusan wat v pochny di lor pe rai 😭,"

",0,0
1729902926603128861,Modi ka bhikari toota phuta india ache din hhh,"

Note",0,1
1729902595203043662,Abe english toh sikh le likhne se pehle ..,"NOT

",0,1
1729900486474760359,"Are sikh lo duniya se hi, shayad koi Secularism ka asli matlab hi samjha de. 
 

 Apna wala to waise bhi farzi hai.",,0,0
1729898084161785897,Mohan Bhagwat : “World should not teach secularism to India.”,"NOT
M",0,0
