,id,tweet_id,aggression,offense,codemixed,tweet_text
3017,55326,1583413050979545088,0,0,0,@1Republic14Star @VernonForGA @JDVance1 The only thing on that list that is in any way a republican thing is the migrant caravans.
3018,55328,1583412919215489024,1,1,0,"@Ravisutanjani *Mamta Banerjee
She respects all religions &amp; says no religion should be given special treatement over other, &amp; is against appeasing any community
She made Bengal hub of jobs&amp;the attracted migrants from all over India
she is popular outside India tht even Bangladeshis vote for her"
3019,55329,1583412866236895232,0,0,0,"@SoNowUknow2 Immigrants, not migrants."
3020,56256,1583753627277340672,0,0,1,@twt_kookieminie 😭😭😭😭
3021,59851,1583579219699040257,1,0,1,@renoomokri Oga reno but you announced how much you will give to those in need during the covid lockdown... Why criticizing PO bcos he told the people how much he will donate to them?if he didn't announce it to the people the governor might hide part of the money
3022,59852,1583579217001779200,2,1,0,
3023,59853,1583579136831803392,2,0,0,@SunPolitics Perhaps KS could come to the table and apologise for the fact that his lockdown recommendations during Covid were universally dreadful and would have harmed the country’s fiscal situation far more than than the current reality.
3024,59854,1583579116976345088,2,1,0,"@SkyNews Hurry quickly as might not win hurry the country don’t need you, you succeed with the backing of @RishiSunak but you got big head &amp; through lockdown you failed the British people"
3025,59855,1583579007177883648,2,0,0,"@HKeiraKeira Boris Johnson, seeing as he managed to get the country through lockdown and get brexit done. 

Quite a questionable choice but it’s my opinion at the end of the day."
3026,59857,1583578915142238209,2,1,0,"@RobertN51219021 @danwootton The bbc are expected to be impartial, Dan W is paid to give his opinions. …The pro lockdown, covid cold scaremongering, “climate emergency” bbc are a joke. .. (Fine if you are onboard with that agenda tho’ i assume ! )"
3027,59858,1583578906115784706,0,0,0,"“Who are you?” he asks.

I smile, a small burst of pride coursing through me. “The type of person who leaves no traces,” I tell him, reaching for my handbag.

POP OFF QUEEEN GO OFFF"
3028,59860,1583578829913985025,1,0,0,@LegionHoops Lockdown defense by the GOAT
3029,59861,1583578816630652928,0,0,0,“Survival horror games are back” and it’s all remakes or cash grab sequels for games that came out a decade ago
3030,59862,1583578801975357440,0,0,0,@conorjtwomey Sad times but onto new things. Absolutely loved the resto series in lockdown
3031,59863,1583578798792257536,0,0,0,@keithtmccartney (I think you did - thank you! Rudolf wasn't born when I was working on that - our son and daughter-in-law adopted him from Spain just before the first lockdown. We're hosting him for a week while they visit the UK ❤️)
3032,59864,1583578778512461824,0,0,0,"@JustisLadi @CAgovernor @CalVolunteers You missed the point — it is only a free lunch as to those kids because someone else is paying for it.  Putting aside the proposed benefits of this plan, it still pales compared to the damage wrought by the Governors overly long lockdown (which he of course was not subject to)"
3033,59866,1583578684736225280,2,1,0,@SarahRosemary3 Just after they killed 10s of 1000s after delaying lockdown for weeks (because Sunak brought the Great Barrington declaration nutjobs into no. 10 to persuade Johnson not to do it)?
3034,59867,1583578671637442561,0,0,0,@christopherhope @Telegraph Lockdown?
3035,59868,1583578645435932673,0,0,0,"Currently on VOTING LOCKDOWN. Your feed will be flooded with polls and voting related tweets.

If you don't want to see it, please mute or unfollow. Thanks!"
3036,59869,1583578630399365120,2,1,0,@jacquep No ! Very definitely not!  Not just lockdown but shielding for my daughter. Only left the house for hospital appointments that couldn’t be completed virtually and vaccinations. Boris can go to hell! 🤬🤬🤬
3037,59871,1583578550359142400,0,0,0,@SogeDoge @Miketheking75 @OvernightOnline @BBCNews Mad in fact 😎
3038,59872,1583578521502244867,2,0,0,@buggirl This explains why I want to k/ll myself for at least a week every month 😵‍💫
3039,59873,1583578521166786561,2,0,0,"@longsally @AndrewR44047844 Likewise, after losing our income directly due to lockdown &amp; not being able to find a comparable one for 2 two full years &amp; seeing the devastating effect of the shut down on the broad economy, I will not lockdown unless forced. We can agree to disagree."
3040,59874,1583578375913816064,1,0,0,@sixfootfourman You think it’s smart to include the covid lockdown period so that it reduces the production average during Trump’s presidency?
3041,59875,1583578370503192576,0,0,0,"Hey, @AirCanada my 30% discount code expired during the lockdown and with the reintroduction of service to Tokyo, I’d love to go. Will you honour the code?"
3042,59876,1583578349837828098,0,0,0,@alelliott88 I hated lockdown etc but one good point was the brief introduction of table service in pubs
3043,59877,1583578277410926592,1,1,0,"@JamesEsses @ALLIANCELGB Oh look, a straight man with a beard talking over women."
3044,59878,1583578193558372352,0,0,0,@jacklegferd @The_FJC Not a clue-observation. Did anyone notice the “plumbing shutdown” in Fulton Co Election Night 2020 was the same play used on the NJ Gym owner when he refused to close his Gym during Covid Lockdown?? Remember thinking while watching returns…Ive seen this before????
3045,59879,1583578162553712641,1,0,0,@k_f_taylor @bennyjohnson This graph is lying with statistics 101. Really funny that people are trying to use the Covid 19 lockdown year as a comparison.
3046,59880,1583578133156225024,0,0,0,"@jojodegr joanna this is so lovely and I can really see all your hard work showing it how wel it’s put together, honestly these are some of my fav dramas so I adore this 🥺🫶🏽"
3047,59881,1583578119289466882,1,0,0,
3048,59882,1583578104332578816,1,0,0,"@nickthepain312 @area_ranger @ChicagoBreaking not white educated, I know what other races, have contributed to this country and I don't judge people on minor superficial typos that you then turn around and do yourself. I learn facts not hate"
3049,59883,1583578015233032192,0,0,0,"@rolandsatchell @TheBarcaFan7 @patrick_VOR @Manish_05Singh @darrengrimes_ No, remember how bad it was. The question is whether lockdowns were effective or actually lead to major issues we are seeing now. The initial wave came for the weak and all at once. Data shows we had already peaked before any lockdown we had."
3050,59884,1583578007809105921,0,0,1,Just remembered when unilag gifted Ann 5mb for online lectures during the lockdown 😭
3051,59885,1583577993536233472,1,1,0,@irishexaminer Same clown that used his speaking time in the seanad to push for a special exemption to be made during covid for Clongowes college to be allowed play a rugby game when the country was in lockdown.
3052,59886,1583577931439165440,0,0,1,@greggst3r @chasingbodies lkjfhsd sometimes i still have to remind myself whenever i see a wild HOT TAKE!!
3053,59887,1583577920303661056,1,1,0,
3054,59888,1583577917963239426,0,0,0,and i never think of him except on midnights like this 🌌
3055,59889,1583577876494180353,1,0,0,
3056,59890,1583577871133470724,0,0,1,@swskaggs @TristanSnell @joncoopertweets 7.9 million jobs recovered due to Blue State lockdown policies ending. Not added......recovered.
3057,59891,1583577843308511232,2,1,0,"Boris made lockdown rules that the Queen followed but he broke. Now he’s running to be PM again, and has supporters.

UK Tories are almost as morally bankrupt as our Republicans here in the US."
3058,59892,1583577757224534016,1,0,0,
3059,59893,1583577684986433536,1,1,0,@Johnny_Kilroy1 it’s easier to score and facilitate than to play lockdown D on skilled players at 40 years old clown
3060,59894,1583577630187540480,0,0,0,had my first real lockdown at school today and.. is it too late to change my major ?😩
3061,59895,1583577599703674880,0,0,1,@FanningFanFan such a spoiled kitty~
3062,59896,1583577596276535297,1,0,0,
3063,59897,1583577575573839873,1,0,1,
3064,59898,1583577434091581440,0,0,0,
3065,59899,1583577414244110336,0,0,0,
3066,59900,1583577405985550337,0,0,1,currently ascending yet again because i just relistened to past/present suite
3067,59901,1583577371264790528,0,0,0,@ROTBTrailer You think Brawl is stronger than Megatron?? Wow. no Lockdown or The Fallen? Surprised.
3068,59902,1583577328260907008,0,0,0,Did I still wait until the night it was due to start my draft? Yes
3069,59903,1583577314159259648,0,0,0,"Hi,yall! Playing with my human is a much needed habit of staying sane in order to get through level 4 lockdown, My human once told me a story:  Jodie, who is a nurse, he  saved a village from the deadly virus, and he  saved a village from the deadly virus"
3070,59904,1583577311282335744,0,0,0,"@JuliaHB1 It’s a damned if you do damned if you don’t job. If he’d have ended lockdown earlier and the death toll increased rapidly he would have been blamed for that too. Economy was always going to take a hit after covid, furlough, testing all has to be paid back somehow"
3071,59905,1583577306676633600,0,0,1,"Modella has this money on lockdown abeg 

@apet_modella win the money for us babe"
3072,59907,1583577235864551426,1,0,0,@FnFeminist That seems a little like calling Covid restrictions during lockdown ‘segregation’.  :/
3073,59909,1583577057102921728,0,0,1,
3074,59910,1583577050824130561,2,1,0,"@area_ranger @nickthepain312 @ChicagoBreaking I ""want"" to tell you that sentence structure is a racist troupe, so you must be black....my bad"
3075,59911,1583576996034273281,0,0,0,Suddenly I can’t do what I usually do and write the whole thing in one day
3076,59912,1583576960441020416,1,0,0,"@LPNational Funny fact. Majority of Governors are Republican, hence in a nationwide "" lockdown"" majority would be Republican. The most draconian lock downs were in Democrat controlled states and were maintained longer in Democrat controlled states."
3077,59913,1583576874877259776,0,0,0,“Even if you only have a page or two done send me what you have and you’ll get a 100 for turning it in on time”
3078,59914,1583576812613173248,2,1,1,"@BBCWalesNews Here we go again! .
Lockdown   21   ... I see stupid people  in their cars alone wearing double masks!... WTF? ...Come on! Are we going to fall for this  again?... Oh yes we are ... because we have been brainwashed! ... All Hail .. The Big Pharmaceuticals!  ... Profits!"
3079,59915,1583576780404760576,1,0,0,My bio seminar prof bypassing my ADHD coding by forcing us to turn in drafts of our review article
3080,59916,1583576696220880897,0,0,0,@tedcruz So who wants to tell him trump was president during the lockdown
3081,59918,1583576582634905602,0,0,1,AriGrayson giving very much love o2o couple vibes😭😭😭😭
3082,59919,1583576529103392768,0,0,0,@DocPhoenix (Possibly because I breached that milestone through lockdown)
3083,59920,1583576487122243586,1,0,0,@chris_nolan2 @phillipacarr @danic_98 @AdamParkhomenko So you’re doubling down on wrong basically. Just using generic descriptors like “the government” to pass blame and outright lie about what really happened during the Covid lockdown. Definitely avoided that “did the government force them to take the PPP loans” like the plague 🤡
3084,59922,1583576377521213440,2,1,0,"But that seems to be what people want. Every time I talk about how badly people ""on our side"" behaved, I get told off for being ""divisive"". Ignorant people missing the point: Covid Loons aren't going to start a conversation about how wrong it all was, so lockdown sceptics should."
3085,59923,1583576305832165376,0,0,0,"@callumbeattieuk Bloody luv you, got me throu lockdown with your “Lives” lying next to my husband snoring 😂 You have worked hard for the success achieved already, sure the best is yet to come.Lived my life after loosing my son to the sport we both loved, no regrets as someone sang #Believe♥️Xx"
3086,59924,1583576276790804480,0,0,1,@CornetaRavens Lockdown 🔒
3087,59925,1583576262211035136,2,1,0,@chrisstacey1 @MailOnline Good I hope The Firm keeps him in lockdown until he dies. He’s a disgrace
3088,59926,1583576261355442176,0,0,0,
3089,59927,1583576239414968320,0,0,0,"@JuliaHB1 Broke the rules, oh come on ! 
In lockdown most woman suddenly seemed to have a best friend in their bubble who was a hairdresser !"
3090,59928,1583576218699714560,1,0,0,@jocr16796204 @Jackson17903045 @ARandomKaren @piersmorgan I was never furloughed? Yet we had to cancel the annual xmas do we have because the country was in lockdown? So why should he be allowed to party when even we had to adhere to the rules he set himself?
3091,59929,1583576172721766400,0,0,0,
3092,59930,1583576054685237249,0,0,0,"@Richiesquest @HerbyCumberland @Nigel_Farage There is no controlling immigration, the country can't survive on low-zero immigration. ESPECIALLY if you also fail to curb emigration, or put simply you'd have to lockdown the country in order to avoid a constant shrinking of the population - and a large net loss of workers"
3093,59931,1583576053343129600,0,0,1,
3094,59932,1583576037572501504,0,0,0,"Today, Louisville Elementary School went into a lockdown situation as a precaution. This was related to an off-campus incident that was quickly determined as not being a threat to students or school personnel. The lockdown was soon lifted and the normal schedule was resumed."
3095,59933,1583576006043893760,0,0,0,Government officials camped out at Shanghai bourse to ensure steady flow of listings during lockdown
3096,59934,1583575904865103872,0,0,0,@BogochIsaac Do you think this is because we have weakened our immune systems with lockdown and so many vaccines and boosters…
3097,59935,1583575847541174272,0,0,0,"@DTSThe3 @TheFamousCFC_V1 @Khaya__ Yep 2-1 was 2019-20, the 'all' lockdown season being 2020-21 confuses a few I know haha"
3098,59936,1583575788158615553,0,0,0,
3099,59937,1583575757141331968,1,1,0,
3100,59938,1583575729400590336,0,0,0,"Scuse me, Tory party, but, if Johnson resigned because he flouted lockdown rules, among other things, how can he be brought back as if he did no wrong?"
3101,59939,1583575698341388288,2,0,0,"@EssexPR All about you as always. People died who shouldn't have because lockdown was late. Hovt pushed hospital discharges which killed care home patients. The lockdowns didn't kill your business, incompetence, Brexit and chaos under Johnson and his acolytes did."
3102,59942,1583575653819224065,2,1,1,
3103,59943,1583575645950337026,2,0,0,"@EssexPR new zealand, proper lockdown, population 5 million=covid deaths 2 thousand. 
Scotland, not a proper lockdown, population 5.4 million=covid deaths 208 thousand. Blows your lies about studies right out the water."
3104,59944,1583575553600147456,1,0,0,"@ellymantle i read this as ""paper cut accident"" at first and i was like was it paper for giants?? 😖"
3105,59945,1583575537595088896,2,1,0,
3106,59946,1583575516954533888,2,0,0,
3107,59947,1583575516522520578,0,0,0,@in5anityx SECRET MARRIAGE IS THE BEST AND ESPECIALLY AS TEACHERS IM CHEESING SO HARD
3108,59948,1583575511724195841,1,0,0,@Mbridget21 Yep the public service ate all about themselves.  I have a friend who was a Vic Roads officer and was made a covid officer in lockdown reaping in the money.  She knew it was wrong but the money was amazing so she was willing to turn her head
3109,59949,1583575480845815808,0,0,0,@ice_t27 @Antonibro_ @brokebobby79 @PekalaLaw @eclipsethis2003 @vjeannek Actually we made a profit selling our first house after the work we put into it &amp; by the time we bought our 2nd house you don't know how difficult it is to find construction companies with the workers available &amp; we have two toddlers &amp; then the lockdown came.
3110,59950,1583575437577719809,2,1,0,"@BillCashMP @BorisJohnson So Bill, I have liked you all of my political life. I am 64. But I like you no more. @BorisJohnson is a liar, a criminal and has racist tendencies and stuck up his middle finger to those who followed his guidance during the so called lockdown. Goodbye."
3111,59951,1583575423429988353,0,0,0,@in5anityx hello im in love with u
3112,59952,1583575407936225280,2,1,1,
3113,59953,1583575356728299520,2,0,1,"A brief timeline:
Credit Crunch
Panic
Tories/LibDems
Austerity
Blame Game
Ukip
Referendum
Brexit
May
Soft vs Hard
Crisis
Johnson
Prorogation
Withdrawal Agreement
NI Protocol
Leave
Shitehawks
Covid19
Lockdown
Death
Parties
Ends
Death
Lockdown2
Parties
Death
End
Putin
Ukraine
1/2"
3114,59954,1583575258505756672,0,0,0,@mjfree good question
3115,59955,1583575241787203584,0,0,0,@montie Huge majority won. Brexit delivered. Lockdown needed. Economic impact mitigated. Immigration a challenge across the world. Green signalling is forced on him.
3116,59956,1583575198107738112,2,1,0,@ooana @A_squishy_mochi @CindiMcMahon3 @218Taxidermybat So your defense for someone refusing to believe the obvious theocratic takeover of state governements and is to spread lukewarm covid lockdown bullshit backed up by conspiracy theories. One is theocratic freaks taking away woman's rights and one is measures that helped save lives
3117,59958,1583575145331167232,1,1,0,"@NickFletcherMP Not in your constituency.
Didn't vote Tory.

Johnson was eventually forced out when his lies became too much.
Surprisingly his suspicious links with Russia, his laziness, careless attitude towards security and inability to follow lockdown rules  hadn't already done it."
3118,59959,1583575093904478208,2,1,0,"@MattHancock @RishiSunak You say you admire Boris Johnson.That's all anybody needs to know about you. Honesty,integrity,decency,a moral compass,dignity are obviously strangers to you.Your performance during lockdown as Health Secretary was the giveaway. Which is what you did with PPE contracts, remember."
3119,59960,1583575080746917888,0,0,0,@RejectBad @trishgreenhalgh @TwitterSupport His agenda is dangerous. He follows herd immunity which is dangerous and cruel. China are doing well. They’re showing that you have to learn to live with lockdown for the healthiest outcome. Chinas deaths total at 5k (97% lower than ours). Shows they’re doing things right!
3120,59963,1583575053710422016,0,0,0,@munsonsfineline you said it
3121,59964,1583575040288694273,2,0,0,"@jeffvalois My 14yo just very calmly gave me the details of the 2hr lockdown + cops searching their classrooms with guns drawn, as if it’s old hat to him now. “At least we didn’t have the SWAT team the way Stamford did,” he said matter-of-factly. (Several area towns got the same threats.)"
3122,59965,1583574993077608448,1,1,0,"@tedcruz Remind me, who was in charge and let the virus run rampant and unchecked, which lead to the lockdown? Oh, right... the guy who called your wife ugly."
3123,59966,1583574739226087425,0,1,1,@jacquep And I'm honest enough to say I broke lockdown rules. Unlike some #BorisTheLiar
3124,59967,1583574734872383493,0,0,0,@munsonsfineline yeah i’m considering leaking it all
3125,59968,1583574673677160448,2,1,0,"@CaptoraArt another day of thinking about codys guilt &amp; survivor complex oh noooooo this guy sends his brothers to their deaths but in ways that would kill the least number of them possible and even though he’s on the battlefield right beside them, he never seems to die."
3126,59969,1583574673396490240,2,0,0,"@Michael88015265 @seasideionian @JuliaHB1 Worse on wanting further lockdowns, said that 'freedom day' last year in July was 'catastrophic' and a bad idea, when we should've opened everything up months before. It's dragging lockdown on for way too long that's made our economy catastrophic and in such a mess."
3127,59971,1583574636784406528,0,0,0,"@CozyVoyager @TRyanGregory If we TRULY believe that, then the only solution is a China style lockdown, pretty much forever anytime a single case is detected."
3128,59973,1583574623459119104,2,1,0,"@BethRigby @sajidjavid Sunak broke the lockdown rules to party away, while we were still under restrictions. He was found guilty and fined. Then he caused all this pandemonium by plotting over a period of months to displace Boris and take the job for himself. Greedy, selfish, disloyal. No thanks."
3129,59974,1583574601732616192,0,0,0,"@kylegriffin1 Comparison is lame. Biden reduced deficit from the year of gigantic Covid relief spending that was done on a bipartisan basis after the gov’t forced economic lockdown. That year included Biden’s own Covid relief bill and, I believe, could be wrong, the infrastructure bill"
3130,59975,1583574538322706432,0,0,0,How long has the sofa been back on the Graham Norton #GrahamNorton show? Not seen the show since the end of #lockdown !
3131,59978,1583574437403963392,0,0,1,@andorjyn THANK YOU 💞💞💞
3132,59979,1583574282537693185,1,0,0,"@TomTugendhat @RishiSunak The guy who broke the government's own laws during lockdown? The guy who invented eat out to get #covid? The guy who squandered billions in financing for dodgy PPE  and furlough fraud he ""gave up on""? THAT @RishiSunak?"
3133,59980,1583574243991691264,1,0,0,"@NadineDorries The key word in that last sentence is 'was'. The public turned against him in the end and so did the party (I mean the tories, not the illegal parties that took place during lockdown)."
3134,59981,1583574128103391232,0,0,1,@jynkassa I'LL STARE DIRECTLY AT THE SUN PART I'M SHAKIGN AND CRYING
3135,59982,1583574095991427075,0,0,0,@JuliaHB1 @Bristol_People Lockdown the biggest disaster in living memory we haven’t seen half the consequences yet
3136,59985,1583574062735175680,1,0,0,
3137,59986,1583574034511298560,0,0,0,
3138,59988,1.58E+18,0,0,0,
3139,59989,1583573903078993920,1,0,0,"@TheNewsAgents @HenryNewman @GlobalPlayer @jonsopel @lewis_goodall Can you explain why, when discussing partygate, and allowing him to staunchly defend Johnson, you didn’t mention his involvement?  He was in the downing st flat during lockdown and under investigation"
3140,59991,1583573895361495040,2,1,0,"@AnushkaAsthana @PaulBrandITV God forbid @BorisJohnson should return as PM.  Thousands died on his watch during Covid, PPE fiasco, stood by ""blind Cummings"", partied during lockdown, &amp; night before Prince Phillip's funeral &amp; told lie after lie. The PM 's office is not for a layabout, vagabond, liar or cheat!"
3141,59992,1583573852700827650,2,1,0,"""...And here comes James fucking Rolfe who decided to snap his fingers during lockdown and suddenly he's starts getting big time shows at packed bloody conventions, and they're crap!""

Honestly kinda feels like a slap in the face to a lot of us performers that've put in the grind"
3142,59993,1583573766533451778,1,0,0,"@BeschlossDC I was 6. On an AF SAC base. My dad was on flight alert to deliver nukes. Base on lockdown, we knew we were primary target. But this was normal to us. Constant alerts throughout Cold War. I wasn’t scared because it was part of daily life. I fully expected we would die. No biggie."
3143,59994,1583573687944769536,1,0,0,@shazzz66 @RMarchNZ He flew to Mexico during lockdown and came back bypassing MIQ. All on the tax payers dime!
3144,59995,1583573680604344321,0,0,0,"@JesterLestat @Rwiccy @MarinersDynasty @PFF I’m not changing my arguments at all, I’m saying what I meant and what has been my point this entire time, I clarified what I meant, I never stuck with the same statement that a lockdown corner follows the other teams WR1 every game all game."
3145,59996,1583573653484056576,0,0,1,
3146,59997,1583573568277057536,1,0,0,@dunstablian Not with his green dream and love for a lockdown
3147,59998,1583573537763209218,1,1,0,@ellebk80 I do research instead of only listening to one source so there's no reason for my mind to be changed about anything yet. What I think of lockdown fanatical teachers is a result of their own words and actions. No need to change my mind there either.
3148,59999,1583573504447811584,2,1,1,@TVKev He partyed while he kept the rest of us in lockdown you gormless rightard
3149,60000,1583573490166157312,1,0,0,
3150,60001,1583573401352175619,2,0,0,"@Manish_05Singh @darrengrimes_ Johnson protected a sex offender, broke every possible lockdown rule, lied to us about it and killed thousands through incompetence.  I can’t stand Sunak either but I’d sooner have him as PM because at least he’s a passable attempt at a human."
3151,60002,1583573334196834304,0,0,0,"@EdwardJDavey So what do you think Starmer is ,he broke lockdown rules and lied about it"
3152,60005,1583573181289226240,0,0,0,I wish David wasn’t on lockdown so I can change my number
3153,60006,1583573157906042881,2,1,1,Why does everything have to involve with hobi like bejesus stfu and stay in ur fucking lane stewpid ass bishes
3154,60007,1583573146153910273,0,0,0,
3155,60008,1583573134556352512,2,0,0,"@AnnCoulter Where the fuck were you during the Trump lockdown, 4000 deaths a day, and an economic collapse?"
3156,60009,1583573124980740096,2,0,0,"@drvictoriafox @JackTors11245 Lockdown harm to me was one of those ""how could it possibly not happen?"" propositions that to my horror many academics didn't foresee

Dr David Katz was one of the first voices to speak out against the lockdowns, and that toad Peter Hotez lashed out at him on live TV for doing so"
3157,60010,1583573092961374208,1,0,0,@funkeakindele Was that why you broke the lockdown rule and ended up in jail?
3158,60011,1583573052209917952,0,0,1,"Kelso High School lockdown over a possible shooting #Kelso, Wa"
3159,60012,1583572983313928194,0,0,0,"@JoshGamnChannel @IGN What about Batman: Arkham City Lockdown? 👀👀👀

By the way, are you playing Gotham Knights? I started it today!!"
3160,60013,1583572952414502912,1,0,0,"@beardgame4life @MattHancock @RishiSunak Fastest Vaccine rollout, furlough, ended lockdown quicker then Labour Party would have.. ok pal 👍🏽"
3161,60014,1583572950350934016,1,0,0,"@ellebk80 No leap. You said ""banging the anti lockdown drum"" as if it was a bad thing which means you were a fan. You refuse to accept that all evidence from every source shows children weren't spreaders, that teachers weren't at risk, that ""protections"" didn't help"
3162,60015,1583572873595080704,0,0,1,@BSHunterz @ChristyDanFan @Mannyz6767 Yea Na sorry 50 other cities were longer even China doubled the lockdown time 🤣🤣😅😅
3163,60016,1583572867622768641,2,0,0,@patrick_VOR @spirconi @Manish_05Singh @darrengrimes_ Prove that the bodies would have piled high without lockdown.
3164,60017,1583572840711737344,0,0,1,@Hanbokchris I remember he was about to cry 😭
3165,60018,1583572700148400128,0,0,0,@CaneInPink sorry to hear about your plight. but there are a number of people and organisations who may be able to  assist you pro bono.
3166,60019,1583572636159729666,2,1,0,"""Let the bodies pile high""

Partied while people died

Broke rules while people couldn't go to funerals

Supported MPs who were involved in sleaze

Contracts for friends 

Lack of PPE

Infected people sent to care homes

Missed COBRA meetings

Delayed lockdown

#NotBorisAgain"
3167,60020,1583572597522194434,2,0,0,i despise tiktok with every fibre of my being i’m so serious
3168,60021,1583572578039255040,1,0,0,@robert_2323 Shit I might have to make one as well it’s hard out here being a lockdown 😂
3169,60022,1583572467612024832,0,0,0,@lixiesIinos like he’s so sexy and pretty and gorgeous i’m really losing my mind i hope you heard me screaming
3170,60023,1583572370312155136,2,1,0,@Tobias_Ellwood He was also fined for lockdown breaches and toed the operation save big dog publicly. I thinnk you need to support a general election and go and the Tories need to deselct all of the incompetent sycophants that are rife in the party.
3171,60025,1583572345750319104,2,0,0,@Mike_Fabricant Bring back the man who partied in Downing Street while the nation was in lockdown and lied about it. May as well give the #10 keys to Starmer now
3172,60026,1583572317602746368,1,1,0,@renoomokri Guy you be mumu. During lockdown you posted all what you give people
3173,60027,1583572261042552832,0,0,0,"@JohnLalor18 When the “advice” was not to travel and my county was in local lockdown I traveled abroad 9 people on the plane,every other country enjoying their holidays except for us Irish,I then had to self isolate for 14 days on return so took myself down the country country!Twas enjoyable"
3174,60029,1583572244936429568,0,0,1,
3175,60030,1583572217773711360,1,1,0,can't tell if you're slow or just purposely obtuse
3176,60031,1583572181984083969,1,1,0,@itvnews #Bring Back Boris crimbo lockdown wud be nice.😅
3177,60034,1583572073221586944,1,0,0,"@AP The associated press is actively partipatinf in lockdown denial and lockdown harm denial.

And this article offers no solutions."
3178,60035,1583572060739362816,0,0,1,@CYJ_ITBOY MAN AND WE GONNA MISS OUT😭☠️
3179,60036,1583572018124926976,1,0,1,"Constituents, people, voters workers of the United Kingdom Rishi Sunak partied while you were in lockdown and like your family he knew the rules and could find out the rules and say no he didn’t #rishiforpm #RishiSunak"
3180,60037,1583571995287252992,1,0,0,@KittyTrice He resigned because people got upset about him having a few mates over in lockdown and since then the country has become laughing stock. It’s not entitled it’s simply down to the best of a bad bunch but at least it’s not a Labour government
3181,60038,1583571991734648832,2,1,0,"@PaulVallas Wow, Kim Foxx is the worse thing in this city till ya'll need her."
3182,60039,1583571974659330048,0,0,0,@JesterLestat @markii246 @Rwiccy @MarinersDynasty @PFF That’s not what a lockdown corner is dude a lockdown is a corner who shadows the other teams WR1 all game.
3183,60040,1583571845210869760,0,0,0,"@propc2020 @selinawangtv The world would be intrested what their point is to wear these suits wrong on purpose and which system is better, letting millions die or Lockdown specific regions while 95% of the rest is not in affect."
3184,60041,1583571820900294656,0,0,0,
3185,60042,1583571817314234368,0,0,0,@JacinthePayant Sister’s MIL in long-tern care has been on lockdown so many times we’ve lost count. She remains one of the few people I know who has never caught Covid.
3186,60043,1583571724150669313,0,0,0,
3187,60044,1583571660254613505,0,0,0,@csbdoug @BeschlossDC We were on an AF SAC base in GA and my dad was on alert ready to fly over the North Pole to deliver nukes to USSR. Meanwhile the entire base was on lockdown. We were not allowed to leave. No run for cover for us. I wasn’t scared. As a kid it all seemed normal lol.
3188,60045,1583571602754576385,2,1,0,"@NickFletcherMP @BorisJohnson You must be joking! 

Select him and you make a mockery of us all and display utter contempt for those who died during lockdown."
3189,60048,1583571564494172161,0,0,0,"@_Kodos_ @TwoHatsHarry @chpru @EssexPR China, Japan, New Zealand and Australia all appear to be lower (negative for 2021-22). As a free thinker you’ll notice that some of those locked down hard. It’s almost as though lockdown isn’t the only factor in play."
3190,60049,1583571546173767681,2,1,0,"@theheraldsun Im sure it has nothing to do with news publications platforming their ideals. They ran the African Gang narrative before you lot did. They ran the anti-lockdown and antivax ones before you too.

The problem is you."
3191,60050,1583571524404903938,0,0,0,
3192,60052,1583571449217810432,0,0,0,"@Dante_Banks She sleeps with us. 

We didn’t intend that but she was a lockdown puppy, and we subsequently realised the breeder had given to us too early.  

So she gets a lot of latitude."
3193,60053,1583571424677335040,1,0,1,@LibertyLockPod LibErty lOckDowN!😭
3194,60056,1583571255697244160,1,1,0,
3195,60057,1583571246238773248,0,0,1,"@kimisgubbed You've been failed, and played by the government."
3196,60058,1583571233857105920,1,0,0,Bringing back Boris Johnson after how bad he handled lockdown is wild
3197,60060,1583571165360328704,2,1,0,"@ScottBentonMP 🟢what about those who missed out on seeing their dying mum’s, daughter’s, dad’s &amp; son’s over lockdown because THEY followed the law❓
⚫️Boris did NOT follow the law 
🔴if you endorse him, you’re saying you don’t care - 
SHAME ON YOU"
3198,60061,1583571139007508480,0,0,1,"@AndreaSh70 Thanks Andrea ❤ our team is amazing 😍 Couldn't be prouder. I just need to lose a lockdown stone, have a face lift and find some girlie shoes/bag for now 😂Xxx"
3199,60062,1583571069448859648,0,0,0,@LPNational FYI Ga was the first state to open after the govt lockdown. We have a Republican governor.
3200,60063,1583571063057047552,1,0,0,@ScottBentonMP He partied whilst our elderly relatives died alone during lockdown. This is unforgivable
3201,60064,1583570939882577920,0,0,0,@Vilderbeast @JuliaHB1 Everyone must have broken the lockdown rules at some stage or other!  The parks &amp; seaside beaches were often packed all day -especially on weekends &amp; on sunny days!  Most of the media &amp; press didn't think any of the rules applied to them in any case
3202,60066,1583570879124234240,1,0,0,This security line funny af we are slowly becoming a little family
3203,60067,1583570830906503169,1,0,0,
3204,60068,1583570779299778560,2,0,0,Can't help but feel the lack of govt help for victims of domestic abuse during this current cost of living crisis is not too dissimilar what happened in the first lockdown. Zero thought or consideration to the impact on victims. Standby for slapdash plans when we get a new PM.
3205,60069,1583570759007338497,2,1,1,"In July 2020, @BillCashMP condemned #Stone constituents for breaching lockdown rules but still backs disgraced #BorisTheLiar for leader. His hypocrisy is beyond belief. His arrogance knows no bounds and he simply doesn't deserve to represent Stone as the MP. #GeneralElectionsNow"
