,id,tweet_id,aggression,offense,codemixed,tweet_text
2650,49854,1.57557E+18,0,0,1,@OpIndia_com @Xavier_DMercy ISRo vision of The Legend Pandit jawaharlal Nehru.... ❤❤❤
2651,49855,1.57557E+18,0,0,0,"@swarajk_ ISRO, DRDO, central vista, bullet train, new IITs or AIIMS.. all new announcements are supposed to be launched together with creation of a few thousands toilets."
2652,49856,1.57557E+18,0,0,1,@JM_Scindia @NASA @isro के सामने @NASA की कोई वेल्यु नहीं है...@isro is best✌️✌️
2653,49857,1.57556E+18,0,0,0,"@gareebscientist @Varun55484761 @Astro_Neel Ok , Was in misconception.
Thankyou for clearing.
Desperately waiting for Isro's next mission and its succes.
Thanks to you sir my intrest in space is growing more n more wrt time🌟🚀"
2654,49858,1.57554E+18,0,0,0,"@Varun55484761 These are not officially backed by ISRO as an ORG. These are suggestions by that Scientist who presented at Mom event. .

@Astro_Neel out fears of misinformation are coming true 😢"
2655,49861,1.57554E+18,0,0,0,"Stock Aplab is in a very interesting stage. One can accumulate for long term. It has decreased debt, increasing profitability due to receiving orders from ISRO &amp; DRDO etc. It can be a great multi-bagger in 2-3 years."
2656,49863,1.57553E+18,1,0,0,@aparna_hm @Rosa18148985 @sabrangindia @t_d_h_nair He is the same guy who falsely put a isro scientist in jail?
2657,49865,1.57553E+18,0,0,1,@JM_Scindia @NASA Hold him tight sir. Send him to @isro . Videsh nahin Jana chahiye.
2658,49866,1.57553E+18,1,1,1,"@JM_Scindia @NASA ये कमाल ISRO में भी दिख सकता था अगर भारत सरकार के पास इक्षाशक्ति होती। 
गर्व के साथ शर्म भी महसूस होना चाहिए।"
2659,49870,1.57552E+18,0,0,0,@isro @iafastro It is Pride moment collectively for Nation and a perfect conjugation when we celebrating 75 Yr of Independence. The new India will take inspiration from your Foot forward.
2660,49871,1.57552E+18,0,0,0,"@mrTamall @isro I mean at least they can do some good UI UX, that does not cost any speed problems. I guess"
2661,49872,1.57552E+18,0,0,0,"What if aliens are like us and might be surviving on some other gas other than oxygen 🤔

@elonmusk @NASA @isro"
2662,49874,1.57551E+18,1,0,1,"@bhartinews @OneWeb @PMOIndia @isro @narendramodi @DoT_India @airtelindia DTH tv service down since 24.09.2022 lodged complaint on 27 sept, No resolution till now. Repeatedly calling 0124 4448080 thrice a day, no one listens, only lip service by some unidentified customer service handler.. Hopelessly poor service at Gurugram sec 65"
2663,49875,1.57551E+18,1,0,0,@83719O7l7282910 @KarnatakaIndex9 Sure.  ISRO will do it on Mars.  You will be the first citizen to be launched out.  ರೆಡಿ ಆಗು.
2664,49883,1.5755E+18,0,0,0,"@M_Ladovaz @OneWeb @BeyondGravity_S @isro @NSIL_India ISRO need Star-Ship like seperate project 👈
Without cancellation any ongoing project."
2665,49886,1.5755E+18,0,0,1,"ISRO, Tejas and Brahmos are making me feel proud Indian. Cheers"
2666,49887,1.5755E+18,0,0,0,"@Astro_Neel I wonder if ISRO will wait until the outcome of the Chandrayaan-3 mission before realising the lander, even though they both are way apart in design. Just thinking out loud."
2667,49888,1.5755E+18,0,0,1,@isro @iafastro Congratulations Dr.Anil kumar … way to go under your Leadership….
2668,49889,1.57549E+18,1,0,0,"@Sudhasahu12 @INCIndia For your kind information, congress ruled India for 54 years. I think you got that piece of shity information from WA university. Grow up. You think IIT, IIM, AIMS, ISRO , IGCAR, BARC , NIT etc were thrown out from the sky🥴"
2669,49890,1.57549E+18,2,0,0,"@annamalai_k What is there to compare/associate the ""women ISRO scientists"" to be associated with a festival? First, govt. school girls were spoilt (by bringing them to press conference/chatting with them) and now this."
2670,49891,1.57549E+18,1,0,0,"@PriyaaReturnz Airports,mines,ports are too small for boss.

Anybody can build and own them.

ISRO,Nuclear power corporation,BARC,DRDO,HAL,Nehru Science Centre,Nehru Planetarium   should be sold to boss."
2671,49892,1.57549E+18,0,0,1,"@ThePlanetaryGuy They can verify how accurately they can decipher composition..by photo spectrometry.
Versus the actual composition of ejecta...
Might help eliminate errors...in deep space photospectrometry..
@NASAWebb 
@isro 
@esa 
@HUBBLE_space 
@JAXA_en 
@NASA"
2672,49894,1.57549E+18,0,0,0,@isro @iafastro Congratulations Sir. You are the pride and inspiration of all Indians. 🌹🌹🙏🙏🙏
2673,49897,1.57549E+18,0,0,0,"@IIABengaluru @isro @asipoec @AstroSat3 @IUCAAstro @TIFRScience @IndiaDST @RRI_Bangalore These were a great set of videos. It felt like everyone wanted to speak even more.

Would love to see a engineering cut showing old prototypes and images throughout its development."
2674,49902,1.57548E+18,0,0,1,@isro 🌷🌷
2675,49903,1.57548E+18,2,1,1,"@ckchetanck @bandayadgundige @hinduism_reborn Ham tumhare Jaise bodha Nahi hai ham log mehnat Karke aage badhte hai ISI ke wajah se ISRO, DRDO, Defence , Doctor Degree, IITIAN sab adhiktar general wale hai proud hai mujhe aur tum log reservation ke baad bhi😜😜"
2676,49905,1.57546E+18,0,0,0,"@isro Sorry sir , but isro website deserve a better design"
2677,49906,1.57546E+18,1,0,1,"@sidhi3438 @LalatenduSpeaks @beingarun28 @narendramodi MGNREGA RTI, RTE, AIIMS IITs IIITs IIMs NITs se fayda nhi hua? ISRO , hindu civil code, AEET, Bhabha atomic research centre and hundreds of more isase benefit nhi hua?"
2678,49907,1.57546E+18,0,0,0,@gareebscientist @_CosmicWave_ @thegodtroynaar @debapratim_ @mratanusarkar @titanium_sv5 there is I think ISRO has developed that. early warning can be sent.
2679,49908,1.57545E+18,1,1,1,@isro Kis noobde se banwate ho website?
2680,49909,1.57545E+18,1,0,0,@McKinsey @narendramodi @flyingbeast320 @isro @timesofindia why is the map of India not shown properly??
2681,49910,1.57545E+18,2,0,1,@royal_jatt999 @RohitPr36335036 @TheUpenYadav @RajCMO To kyo yaha apna gyaan pel rahe ho bhai jab apne paper diya hi nahi and paper ka level pta hi nahi he apko. Gate and isro ke questions the paper main seats khali rahi iska matlab yahi he na ke level high tha to jiske apne question delete kar ke usko bahar kar diya vo to galat he
2682,49912,1.57544E+18,0,0,0,@isro Okay
2683,49915,1.57544E+18,0,0,0,@M_Ladovaz @OneWeb @BeyondGravity_S @isro @NSIL_India Is that a clean room of ISRO?
2684,49916,1.57544E+18,0,0,0,@rohan_jpeg @isro IDK but i have heard that Most of the government's websites are just the basic design yet has all the features - the design is kept low so that loads in all possible speed of networks
2685,49917,1.57543E+18,0,0,1,@isro @iafastro बहुत बहुत बधाई व शुभकामनाए
2686,49918,1.57543E+18,0,0,0,@isro @iafastro Congratulations Dr. Anil Kumar. We feel proud of your achievement. You have made the entire nation proud.
2687,49919,1.57543E+18,0,0,1,"The Indian Space Research Organisation (ISRO) has launched a 3D virtual space tech park which is also known as ?
#upsc #quiz"
2688,49920,1.57543E+18,2,0,0,
2689,49921,1.57543E+18,0,0,1,@arcDsR Nope..it was a rumour created by some trolls..discussions were going on around 2015 about the formation of an Australian Space organization like our ISRO..at that time someone came with this innovation - Australian Research &amp; Space Exploration (A**E)...Australian Space (1/2)
2690,49922,1.57542E+18,0,0,0,@isro @iafastro Good luck for next responsibility
2691,49923,1.57542E+18,1,0,1,@83719O7l7282910 @KarnatakaIndex9 You want ISRO to make roads and flyovers??
2692,49925,1.57542E+18,0,0,0,
2693,49927,1.57542E+18,0,0,1,@isro Thanks For ISRO
2694,49928,1.57542E+18,1,0,1,@isro Avoid notepad for website designing...:(
2695,49931,1.57541E+18,2,1,1,"@afreen_fatima_1 आप जिसे यह सवाल किया उनके बाप शौचालय बनाया है। लेकिन मेरा बाप IIT,IIM,AIIMS,ISRO यह सब बनाया था।"
2696,49933,1.57541E+18,1,1,1,@0wYoke @jeraldjamesbiju @ValaAfshar What are you?? President of nasa?? Isro?? You keep nuclear bombs blueprints on your phone??
2697,49935,1.5754E+18,0,0,0,@isro @iafastro Great moment for ISRO &amp; India. Congratulations India
2698,49936,1.5754E+18,0,0,1,"Today 25 years ago in 1997, ISRO launched the PSLV-C1 / IRS-1D Mission on a PSLV-G Rocket."
2699,49937,1.5754E+18,0,0,0,"The era of #mining_of_space for rare earth metals have started.
@isro @PMOIndia @nitin_gadkari @AmitShah"
2700,49938,1.5754E+18,0,0,1,"अखंड भारत, एक सूत्र में बधा भारत,,एक संविधान में कसा भारत, प्रजातन्त्र भारत, सर्बमान्य भारत, सर्ब जाती, सर्ब धर्म का भारत, अंतरिक्ष यात्री भारत,ISRO वाला भारत,4 वेद,गीता पूर्ण,पाक कुरान, बाइबिल, गुरु ग्रन्थ वाला भारत, विस्वाबन्धुत्व वाला भारत।"
2701,49939,1.5754E+18,2,1,1,@one_by_two Haan chacha…ISRO ke scientists papad pel rahe hain na
2702,49940,1.57539E+18,0,0,1,"@isro @iafastro Make performance..... Like passport size 
🙏🏻
Make journey✈️ to achieve 
🙏🏻
Make isro proud....."
2703,49946,1.57538E+18,0,0,1,"@isro @iafastro हादिॅक शुभ कामनाएं..,. 👍👍👍👍👍"
2704,49947,1.57538E+18,0,0,1,@isro Azadi k amrit mohatsav par 4k gorpo for live in orbit  and 4k launch telecast k liye bhi kch soch lo
2705,49948,1.57538E+18,0,0,0,"Govt of India has passed a mandate stating all smartphone manufacturers, will have to enable NavIC in all their smartphones to be sold in India, starting Jan 1, 2023; NavIC is India's homegrown navigation system developed by ISRO for military &amp; commercial purposes, says report."
2706,49949,1.57537E+18,2,1,0,
2707,49950,1.57537E+18,2,1,0,
2708,49951,1.57537E+18,0,0,0,"@isro @iafastro Congratulations Sir.
Very Proud of you.
Best of Luck"
2709,49953,1.57537E+18,1,1,0,"@isro What in the hell is that! its looks like it was built by 8th grade students. why isn't the govt leveraging the talent of our software industry, despite us being on the top of software hierarchy in the world."
2710,49954,1.57537E+18,0,0,1,"ISRO is creating a high-end training infrastructure worth Rs 2700 crore in Karnataka.

The Human Spaceflight Centre (HSFC), India’s world-class facility for training astronauts will be built on 400 acres of land at Challakere, approximately 200 km from Bangalore."
2711,49957,1.57536E+18,0,0,0,@isro has finally launched a new website. They just forgot to update the content🚀🛰️🌌
2712,49958,1.57536E+18,0,0,0,"60 startups registered with #ISRO since unlocking of Indian space sector.

#ISRO #space #NASA"
2713,49959,1.57536E+18,0,0,0,"Shoot for the moon , even if you miss you will be in ISRO!"
2714,49960,1.57535E+18,0,0,0,"@ArindamPhysics One might expect the dst, dbt, isro, dae, earth sciences and csir secretaries to be such an empowered group given that were academics/scientists, many of them high achieving which got them those jobs. But either they don't have a real say or don't want to take a stand."
2715,49963,1.57535E+18,1,0,0,"@isro Be it the launch broadcast, branding on the rocket, or the website (now), you have consistently left the DESIGN out of the scope."
2716,49964,1.57534E+18,0,0,0,"@toppo_sajal @TheOnion @NASA @isro Not sure if trolling, uninformed, or if you truly believe what you just said."
2717,49965,1.57534E+18,0,0,0,"@toppo_sajal @grey_space32 @TheOnion @NASA @isro Nothing can resist tectonic movements buddy of we had the power to resist tectonic movements then we would have been able to resist tsunamis, earthquakes,volcanic eruptions and storms too. We are just the best creation of Nature which makes us a part of it, we can't go against it"
2718,49966,1.57534E+18,0,0,1,"@isro @iafastro Congratulations To Both... Dr Anil Sir And #ISRO 🎉🎉🎉
Proud Moment 😌🇮🇳"
2719,49967,1.57533E+18,2,1,0,@jskathirvel @isro Is ISRO locked in a competition with SpaceX or other agencies ? No...so stop your verbal diarrhoea on Twitter.
2720,49968,1.57533E+18,0,0,1,"@isro @iafastro हार्दिक बधाई और शुभकामनाएँ, आप जैसे वैज्ञानिकों के परिश्रम और लगन से हमारा देश अंतरिक्ष विज्ञान में ऊँचे आयाम गढ़ रहा है। माँ भारती की कृपा से और आप वैज्ञानिकों के प्रयासों से हमारा देश इस विधा में भी शीघ्र ही शीर्ष पर होगा।
🚩🚩🚩🙏जय माँ भारती🙏🚩🚩🚩"
2721,49969,1.57533E+18,2,1,1,"Congress launched Rahul many times but failed. I think they should give him to ISRO.. Thr track record is awesome.
@INCIndia think over it."
2722,49970,1.57532E+18,0,0,0,"@Shreyan9888333 @grey_space32 @TheOnion @NASA @isro Agree with u but the technology we use in mining or construction must be resist tectonics plates movement.
I've only heard about the Gondwana Land.
What would happened with it without moving?"
2723,49971,1.57532E+18,0,0,0,@toppo_sajal @grey_space32 @TheOnion @NASA @isro It's random events due to plate movements...our instruments are not even powerful enough to move a plate evn 1 mm and this movements in our crust is caused by lower layers of magma(iron) which in turn actually maintains Earth's magnetic field which in turn protects our ecosystem
2724,49973,1.57532E+18,0,0,0,@isro shud initiate a mission for the nearest black hole and asteroid mining
2725,49974,1.57532E+18,1,0,0,@Shreyan9888333 @grey_space32 @TheOnion @NASA @isro I'm not genius in geography. You should tell us what moves and why Tsunami or earthquake comes.
2726,49975,1.57532E+18,0,0,0,@toppo_sajal @grey_space32 @TheOnion @NASA @isro Yeah sure..we can't survive without animals..
2727,49976,1.57532E+18,2,1,1,"@AntiqueSlivers @toppo_sajal @grey_space32 @TheOnion @NASA @isro He doesn't know the meaning of plates.... I doubt he has received the basic education in Science and Geography at all...leave him..I don't wanna see anymore of him in my motifs ...
I take anything against humanity as personally against me..
This guy will be judged."
2728,49977,1.57532E+18,0,0,0,@Shreyan9888333 @grey_space32 @TheOnion @NASA @isro Then it will definitely vice versa too.
2729,49978,1.57532E+18,0,0,0,@toppo_sajal @TheOnion @NASA @isro A million!?!?! More like 3.5billion and earth has had multiple mass extinction events. Life is crazy enough with out trying to make up more conspiracies.
2730,49979,1.57532E+18,0,0,0,@toppo_sajal @grey_space32 @Shreyan9888333 @TheOnion @NASA @isro Seeing as the average thickness of earths crust in the ocean 5000m to 7000m i think we are safe with 1000m. And if its on continental part of the crust its like 35000m plus. We good.
2731,49980,1.57532E+18,2,1,0,"@toppo_sajal @grey_space32 @TheOnion @NASA @isro U shouldn't hv been human in the first place...do u evr realize that several animals like dogs, etc exist only because humans exist😂"
2732,49981,1.57532E+18,0,0,1,"Lt Gen Anil Chauhan (Retd) PVSM, UYSM, AVSM, SM, VSM, India’s new Chief of Defence Staff.@BJP4India @RajCMO @PMOIndia @CDS_Canada_CEMD @rajnathsingh @AmitShah @adgpi @HMOIndia @PTI_News @rashtrapatibhvn @the_hindu @isro @Spearcorps"
2733,49984,1.57531E+18,0,0,0,"Founder-Chairman, MD,Member, Researcher DG,Directorate Head, President,Chairperson and Owner-Chairman of these Scientific Organizations Forever:- @UCAS1978 @maxplanckpress @MP_Innovation @maxplanckcareer @MaxPlanckChem @MaxPlanckBris @CERN @NASA @isro @CSIRO @FraunhoferISE"
2734,49985,1.57531E+18,0,0,1,"@isro ಮಾಡೋ ಕೆಲ್ಸ ಬಿಟ್ಟು ಎಲ್ಲಾ ಮಾಡ್ತೀರಾ ನೀವು
#StopHindiImposition"
2735,49986,1.57531E+18,0,0,1,
2736,49988,1.57531E+18,0,0,1,@adiithedaddy Traveling to moon by ISRO rocket is also ☮️
2737,49992,1.57531E+18,1,0,0,@Marswalkerr @isro Their website should inspire people instead of boring them
2738,49993,1.5753E+18,0,0,0,"@isro &amp; @NASA should join hands to establish ""Carbon footprint"" of space missions and evaluate upon ""Scientific knowledge vs practically useful knowledge"".

This also must include ""Space Debri"" value of every mission.

All end of life missions should be sent to purge in Sun."
2739,49994,1.5753E+18,1,0,0,@Marswalkerr @isro How is it possible that no one knows how to make a good website for ISRO
2740,49995,1.5753E+18,0,0,0,@rickykej @isro I appreciate your response and glad you took it kindly. Two thumbs up!
2741,49996,1.5753E+18,0,0,0,"@isro @HALHQBLR Congratulations,  hope ISRO 
Will venture into New space missions"
2742,49997,1.5753E+18,0,0,1,"@isro @iafastro This is very proud moment for our country. (Senior ISRO Scientist Dr. A K Anil Kumar) sir we are very proud to be selection of yours as VICE President of IAF.
Very Very congratulations 👏
#Congratulations #iaf #pmo #isro"
2743,50000,1.57529E+18,0,0,0,"@KaptainPetrovs @isro Zoom into the picture, you will see my teeth are far more crooked :-)"
2744,50001,1.57529E+18,0,0,1,@isro Please improve website UI.
2745,50003,1.57529E+18,0,0,0,@grey_space32 @Shreyan9888333 @TheOnion @NASA @isro So we should not make more fragile this environment so that earth may lose its all remain defence system.
2746,50004,1.57528E+18,1,1,0,"@grey_space32 @Shreyan9888333 @TheOnion @NASA @isro Tsunami must come if selfish people will dig 1000 metre inside the earth and make hazards for free movement of plates from which the earth is made.
We have not warned....."
2747,50005,1.57528E+18,0,0,0,"@grey_space32 @Shreyan9888333 @TheOnion @NASA @isro Environments that are only favourable to human lead to the extinction of other species.
&amp;
Rain sick clothes snow swimming is the part of our life. No 1 have complaint against it."
2748,50008,1.57528E+18,1,1,0,"@rickykej @isro Sorry, but as a man of science he didn't know he needed to get braces to straighten out his teeth?"
2749,50010,1.57526E+18,0,0,1,"#JaiHind #BharatMathaKiJai The Day India Shocked Entire World By Conducting #SurgicalStrike At LOC.
.
#HowIsTheJosh @adgpi @IAF_MCC @BSF_India @NIA_India @IndiannavyMedia @CIB #RAW @isro #PARASF @PMOIndia @narendramodi 
@rajnathsingh @SpokespersonMoD #AjitDoval #AllIntelligence"
2750,50011,1.57525E+18,0,0,1,"Ur prty has विरासत of BUILDING BEST इन्फ्रास्ट्रक्चर of dat time,
All d
✅️top edu institution-THE IITS,IIM,NIFT,other institutions n diff colleges fr BEST EDUCATIONS frm where ALUMNI r ruling d TECH etc
✅️RESEARCH institute- ISRO,DRDO,HALetc

Along wid many more,WHY deprived?"
2751,50012,1.57525E+18,2,1,0,@BBCWorld United States America usa Indian girl kapana chawal dead blast isro stallite dead blast Indian become ceo become ceo and questions arrive Google knows where you here where are you there before here can track can watch but questions arrive when Indian ceo arrive not when
2752,50014,1.57524E+18,2,0,1,@isro Who has approved this website.. he need to replace first.
2753,50015,1.57524E+18,0,0,0,@isro Old one was good..
2754,50016,1.57523E+18,0,0,0,"@Alt_Azn The one friend I keep in touch with from high school, white guy, works at JPL.  Half his co-workers are some kind of Asian, and he's worked on several projects with the Indian Space Research Organization (ISRO)"
2755,50017,1.57523E+18,0,0,1,@GewoonLukas_ Yup... traditionally GSLV MKlll has always been used by ISRO to launch heavier payloads to GTO or Trans Lunar Orbit.
2756,50018,1.57523E+18,1,0,0,@gareebscientist ISRO's next website coming up in 2030s will be even worse. It will be fine though because they will not need it anyway even when they will land Indians on the Moon. There could be one paragraph about that mission without any picture or something and that site will be good enough.
2757,50019,1.57523E+18,0,0,1,"@GewoonLukas_ This launch is also special for ISRO. This will be the first commercial launch of a GSLV MKlll,first launch of GSLV MKlll to LEO and first time when GSLV MKlll launches a 6 ton payload."
2758,50021,1.57523E+18,1,1,0,
2759,50022,1.57522E+18,1,1,1,"@saliltripathi @_singhabhinav @minicnair @PChidambaram_IN No. Revert back to the policies that Homi Bhabha implemented in the hiring of faculty and students at TIFR, ISRO, BARC and IISc. Then I'll be happy."
2760,50023,1.57522E+18,1,1,1,"Ngl, ISRO's new website is a big L."
2761,50026,1.57522E+18,0,0,0,
2762,50027,1.57521E+18,0,0,1,"@alok_ajay pehle k PM ne banaye IIM, IIT, AIIMS, ISRO, JNU jaise institute jaha dharm vishesh nahi hota hai bas insaan hona vishesh hota hai!"
2763,50029,1.57521E+18,0,0,0,
2764,50030,1.57521E+18,0,0,0,@AskAnshul The only way forward is responsibly using technology for making life better.The budget spent on ISRO should be increased.
2765,50032,1.5752E+18,1,0,1,@isro There is no rocket science in wasting public money on promoting only one language. #StopHindiImposition
2766,50033,1.5752E+18,0,0,1,"@isro ISRO doing well for india 🇮🇳
All india proud on #ISRO and #DRDO"
2767,50036,1.57519E+18,0,0,1,@isro चंद्रयान मिशन को सक्सेस बनाओ
2768,50037,1.57519E+18,0,0,1,@isro 👍👍👍
2769,50039,1.57519E+18,1,0,1,@isro Aaj sab scientist aur graphic designer bane hai comments me
2770,50041,1.57518E+18,1,0,0,
2771,50042,1.57518E+18,0,0,1,"Everytime I hear the mission isro podcast , I register something new. The way Vikram Sarabhai leveraged his connections to practically build the space program from scratch has to be the OG of meaningful networking."
2772,50043,1.57518E+18,1,0,0,@isro Hire some good front end engineers. This design is 40 years old. You aren't celebrating 35th years its 75
2773,50044,1.57518E+18,1,0,0,"@isro India has so many good developers, but what's wrong with govt. websites???? They don't pay well to developers? I mean look at NASA's website. Far better."
2774,50046,1.57518E+18,0,0,0,"@isro hate to say this, but ISRO deserves a much better website."
2775,50047,1.57518E+18,0,0,1,@gareebscientist Designed by CITG/MSA VSSC/ISRO  🥲 🥲
2776,50051,1.57518E+18,1,0,1,"@VirendraUPCC @RahulGandhi @priyankagandhi @INCIndia We are happy to see him Prime Minister of Mars...
And we are declaring right now... 
Also requested to ISRO to make arrangements to drop him to Mars ..."
2777,50055,1.57518E+18,0,0,0,"@isro @iafastro Congratulations! Sir, this is so wonderful that any Indian from ISRO did this."
2778,50056,1.57518E+18,2,0,0,
2779,50058,1.57518E+18,0,0,1,"@isro Well done 
That's the websit we and 140cr people wants 😍😍😍😍👍👍👍"
2780,50059,1.57517E+18,0,0,0,"@Shreyan9888333 @toppo_sajal @TheOnion @NASA @isro Like it s not even up for debate if we should use some of our “earth” resources to expand our presence outside of the planet. It is like living on a tiny island where a tsunami can woop us out without a warning. And even if thr s a warning, where do we go, what do we do??"
2781,50061,1.57517E+18,1,0,0,"@isro Logo seems copied/inspired from a other space agency.
Kindly get a new logo to a totally distinct"
2782,50062,1.57517E+18,0,0,0,@FonsStoelinga We have to rapidly increase and develop our industries aswell as isro
2783,50063,1.57517E+18,0,0,0,@grey_space32 @toppo_sajal @TheOnion @NASA @isro Ikrr🥺
2784,50064,1.57517E+18,0,0,0,"@toppo_sajal @Shreyan9888333 @TheOnion @NASA @isro If u follow space u will know how fragile this cozy environment we live in is. Earth is 4.5 billion year old and in next 0.7 bill year, sun will expand enough to strip out earths cozy blanket. Solar storms are getting worse every 11 years. look wt solar flares did in 1959"
2785,50065,1.57517E+18,0,0,1,@Neetesh63598519 @isro SLS ka kya scene :)
2786,50066,1.57517E+18,1,0,0,"@gareebscientist Exactly. For a organization like isro they should hired atleast a good ui/ux designer. This new website does not change anything from old infact it looks more clustered. 
Also, why is it so isro never share information about future missions/ launches in website."
2787,50067,1.57517E+18,1,0,1,"@gareebscientist @unit_013 Tum isro fan club k liye ek bna sakte ho, ya koi ngo ofc at your own funds"
2788,50069,1.57517E+18,0,0,1,@isro Beautiful 🇮🇳❤️
2789,50070,1.57517E+18,0,0,1,"@md__sam Still jab koi bada issue aye toh availability chahiye, and isro won't be able to bound a person unless they have a contract with him. Then legal issues pure.

Ye tender ke through karvaya ig."
2790,50072,1.57517E+18,0,0,0,"@isro @iafastro One day I will be working for my nation from the office of ISRO
and making my parents proud to myself"
2791,50073,1.57517E+18,0,0,1,"@isro @iafastro Congratulations Sir ji 🙏
Jai hind🇮🇳"
2792,50075,1.57517E+18,1,1,0,@isro Look is stupid
2793,50080,1.57516E+18,0,0,0,"@isro @iafastro ISRO and all India scientist are proud of our nation.
As a Indian i feel so much proud of our all scientist"
2794,50083,1.57516E+18,2,1,1,@isro Lol you buggers are going to be presenting about your clownery of using panchangam for rocket launches in such forums now aren't you
2795,50085,1.57516E+18,1,0,1,"@isro hire some good UI/UX guys, government agencies websites still suck, make Bhauvan website more easy to interact"
2796,50088,1.57516E+18,0,0,0,IAF actively encourages the development of astronautics for peaceful purposes and supports the dissemination of scientific and technical information related to space. It is a recognition of ISRO’s space endeavors that helps in promoting international collaboration. (2/2)
2797,50089,1.57516E+18,2,1,1,As this ways may count under Ex POI Community &amp; of Hyd Muslims layers fr Lakhnaw/J&amp;K community as create panic to Sex in that Area as on links of Goregaon P/S fuck some Pvt Office emplos &amp; Sex videos watched by SEPARIRISTS DHARI SHING &amp; its traders(38/29/36/1/15/13... @RBI @isro
2798,50091,1.57516E+18,0,0,0,"@grey_space32 @Shreyan9888333 @TheOnion @NASA @isro If nature provide an environment for living creatures than ofcourse it can take lives of humans.
As u sow, so shall u reap.
Brother"
2799,50092,1.57516E+18,1,1,0,@pankaj_bengani @isro Even their office looks from 60s
2800,50093,1.57516E+18,2,1,0,"we all know and love the whole ""'the US navy's air force' and 'the US navy's army's air force' outclass most of the worlds' regular air forces"" meme but i'd bet that the US air force would blow roscosmos, JAXA, NASA, and ISRO clean out of the water as far as space agencies go"
2801,50094,1.57516E+18,1,0,1,As against Soniaji fake Sims manufacturing &amp; so JOB FREQUENCY fr illigal living communities &amp; SONIAJI hv confirmed of anyhow living in India fr Intruders under Embassies &amp; Several Disputes anytime input on any Business/Politicals Leaders under UK/IGYPT... @RBI @RahulGandhi @isro
2802,50095,1.57516E+18,1,0,0,
2803,50096,1.57516E+18,0,0,1,"शेतकरी ,बांधकाम मजूर,चहा बागेतील मुलांसाठी, कोळसा खाणीतील मजुरांच्या मुलांना देखिल शिकण्याचा हक्क आहे.
ITI ते  IIT प्रवास समजून सांगावा लागेल तुम्हाला कारण फक्त 
(NCL,BARC, DRDO, ISRO इत्यादी विभागासाठी च्या कर्मचाऱ्यांच्या मुलांसाठी international Board नाहीतर cbse board )"
2804,50097,1.57515E+18,0,0,0,@isro I love ISRO. I just have a humble request. Please hire better web designers. One of the world's best space agency's website should not look like a typical form filling site of govt job.
2805,50098,1.57515E+18,0,0,0,@toppo_sajal @Shreyan9888333 @TheOnion @NASA @isro If nature hurt humans species thn wt? If u choose to die thn die lol let other try to find solutions of surviving lol.
2806,50099,1.57515E+18,1,0,1,"@gareebscientist Recently Smart India Hackathon hua tha. Usme hi daal dete, website for ISRO"
2807,50100,1.57515E+18,0,0,0,@isro The new site looks really old. make it like spacex
2808,50101,1.57515E+18,0,0,1,"@gareebscientist @isro Acha,aur sce 2000 ke updates."
2809,50102,1.57515E+18,0,0,0,@hs0726567 @isro That's not official road map. Its suggestion by scientist.
2810,50103,1.57515E+18,0,0,0,@toppo_sajal @coolervibez @TheOnion @NASA @isro That's good
2811,50106,1.57515E+18,0,0,1,@hs0726567 @isro Officially lupex which is not officially cy4 tak hi hein
2812,50108,1.57515E+18,0,0,0,@coolervibez @Shreyan9888333 @TheOnion @NASA @isro Bicycle lover.
2813,50109,1.57515E+18,0,0,0,@isro Need to improve a lot
2814,50110,1.57515E+18,0,0,0,
2815,50111,1.57515E+18,0,0,1,
2816,50112,1.57515E+18,2,1,0,@isro Wtf is this? I can make a modern and 10x better website for you for free. You seriously released a tender for making this sh|t!
2817,50113,1.57515E+18,0,0,1,@isro वैसे सेटेलाइट लांच करते तो ज्यादा खुशी होगी। हमे इंतजार है।
2818,50114,1.57515E+18,0,0,1,"@isro बढ़िया है..... कुछ नया है, #isro के लिए।"
2819,50115,1.57515E+18,0,0,1,"@isro Dheek hii hai , 

Jyada kuch khash nahi !"
2820,50116,1.57515E+18,2,1,1,@isro B GRADE STUFF 😌🙏.... This is ISRO motha fakers... Not a tier 2 software company
2821,50117,1.57515E+18,2,1,0,@gareebscientist @isro And then gave contract to the shittiest company to do the work for them
2822,50184,1.57505E+18,0,0,0,@DainikBhaskar @isro @MarsOrbiter
2823,52092,1.58362E+18,0,0,0,"Migrant deaths at the U.S.-Mexico border hit a record high, in part due to drownings"
2824,53117,1.58354E+18,0,0,0,Border Patrol Agents Cut Corners on Migrant Processing as Numbers Spiked
2825,53275,1.58353E+18,0,0,0,Nearly 7 million new registrations by migrants with General Practitioners since 2010
2826,54997,1.58343E+18,2,1,0,"@nevancik1 @EndWokeness It is racist for you to assume that migrants are only good at picking crops like they are slaves. My point is we want them in the final; someone else can pick the produce, even you can. Don't be a bigot and one of our problems in society. 😩"
2827,55000,1.58343E+18,0,0,0,"#Employment. Unemployment is set to rise by 1pc next year which means that nearly 150,000 will join the dole queue. Why then does Albo need to import 195,000 new migrants to join this queue, when we will have the workers in Australia looking for jobs?"
